,text,truthVals
12414,"""For too long, Obamacare has caused high premiums and dismal coverage. ... Under Obamacare premiums in job-based coverage have increased by $3,775""",0.4
12415,"Obama ""voted for and even sponsored amendments that were intended to kill the (immigration overhaul) legislation.""",0.6
12416,"""I was banned from talking about"" Bill Ayers during the 2008 presidential campaign.",0.0
12417,"Shirley Sherrod ""was forced to resign before anybody on Fox said a word about this.""",0.8
12418,"""Hydrogen sulfide . . . [was] used in the genocide of Jews in Germany. """,0.2
12419,Says state Rep. Diana Maldonado of Round Rock uses Craigslist to hire campaign block walkers.,1.0
12420,"There are fewer wars, there are fewer people dying in wars ""now than there have been in quite some time.""",0.8
12421,"Says a question about his financial skills at the CNBC debate included ""discredited attacks from Democrats and my political opponents.""",0.2
12422,"""Every time somebody new gets the Ebola virus, it mutates.""",0.6
12423,"""If you are a member of  union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesn’t include benefits.""",1.0
12424,"""Ninety-four percent of the bills that pass the Senate have no debate, no vote, no amendments, no reading of the bill, no online disclosure.""",0.0
12425,"Says Charlie Crist ""voted against minimum wage when he was in the Senate.""",0.2
12426,"""Seven out of the 10 states with the lowest unemployment rates (have) Republican governors … That approach that Republicans are using is working.""",0.6
12427,"Says that when President Obama visited El Paso, he ""pronounced that the border with Mexico and the United States was safer than it ever was in history.""",0.8
12428,"Says U.S. Senate candidate Cory Gardner ""blocked immigration reform"" and ""voted to deport our DREAMers.""",0.4
12429,"""Did you know that in 2013 over 50 percent of all babies born in Oregon were Hispanic?""",0.2
12430,"""Diane Black voted to fund Obamacare.""",0.2
12431,"Says U.S. Senate opponent Tommy Thompson ""personally made over $3 million"" from a federal contract granted to his healthcare company, but left  9/11 first responders ""without the care they were promised.""",0.4
12432,"Jeff Greene ""is the king of the undercover Credit Default Swap that brought about the destruction of our economy that we have right now.""",0.4
12433,It would be illegal for the Fulton County Commission to raise the county tax rate.,0.8
12434,"""An amazing 5,400 jobs were lost in the first 12 months of the (smoking) ban’s implementation in Ohio’s hospitality industry alone.""",0.2
12435,"Says opponents of proposed Austin school district bonds say the district’s ""debt load doubles with these new bonds.""",0.6
12436,Salaries for Virginia’s teachers are below the national average.,1.0
12437,"Says Freddie Mac, electric co-ops and credit unions are all ""government sponsored"" enterprises.",0.0
12438,"Says 

""With nearly 75 percent of Americans supportive of the construction of the pipeline, Schrader needs to explain to Oregon families why he voted against this needed project.""",0.8
12439,On toll roads.,0.5
12440,"""The ACLU has filed a suit to end prayer from the military completely.""",0.0
12441,"A Penn State University study found that ""electronic cigarettes . . . are far less addictive than cigarettes.""",0.8
12442,"""Speaker Pelosi ... has been busy sticking the taxpayer with her $100,000 bar tab for alcohol on the military jets that she's flying.""",0.0
12443,Georgia ranks No. 9 in the rate of women murdered by men.,1.0
12444,"""Nobody in total is proposing cutting anything. We’re trying to reduce the rate of growth in government.""",0.8
12445,"Says ""President Obama and his National Labor Relations Board"" sued Boeing over its decision to open a plant in South Carolina.",0.6
12446,"""Obamacare premiums nationwide have increased by double and triple digits.""",0.6
12447,"The goal of Common Core is ""to instill federally determined attitudes and mindsets in students including political and religious beliefs.""",0.0
12448,"""Americans admire Glenn Beck more than they admire the pope.""",0.4
12449,"""According to 2009 estimates, an agreement with Panama could result in almost 1,900 Florida jobs in the first year – and about 15,000 jobs after five years.""",0.8
12450,"""Eighty-five percent of every dollar donated to the Clinton Foundation ended up either with the Clintons or with their staff to pay for travel, salaries, and benefits. Fifteen cents of every dollar actually went to some charitable beneficiary.""",0.4
12451,"After Massachusetts passed a mandatory health insurance law ""their mortality rate went down...it saved lives.""",0.8
12452,"""During eight years under Ronald Reagan, African-American median income rose by about $5,000.""",0.4
12453,"""Since the first of the year, 153 businesses at last count had moved out of California to Texas.""",0.6
12454,"""Thirty percent of [Sheldon Whitehouse' campaign] money is coming from special interests.""",0.8
12455,"Because of its higher minimum wage, New York State is ""already showing signs of various companies picking up and leaving.""",0.4
12456,Says Jeff Wentworth was the only Republican to vote against the Texas measure requiring women to have a sonogram before receiving an abortion.,0.8
12457,"Says that in Curry County, ""if you make a 911 call you’re likely to wait for an hour for a response.""",0.6
12458,"Arizona is spending ""less on a per-capita basis than every single state in this country in higher education.""",0.8
12459,"Under changes being debated, state employees in Wisconsin ""who earn $30,000, $40,000, $50,000 a year might have 20 percent of their income just disappear overnight.""",0.2
12460,"The federal government only ordered BP to pay ""to do one of those six segments"" of sand barriers for Louisiana.",0.8
12461,"""We've seen 115,000 jobs created in the American auto industry since GM and Chrysler emerged from bankruptcy.""",0.6
12462,On instances when abortions should be allowed.,0.5
12463,"The ""pay-as-you-go law ... was a big reason why we had record surpluses in the 1990s.""",0.6
12464,"Among the money spent on health care in the United States, ""46 cents on every dollar spent is through Medicare and Medicaid.""",0.6
12465,76 percent of Americans want a public health care option.,0.2
12466,"""Sixty percent of Americans now support legalizing marijuana.""",0.8
12467,"""I would be the first Republican senator elected in New Jersey in 41 years.""",1.0
12468,"If Florida had not taken the stimulus, it ""would have led to the firing of 20,000 teachers.""",0.8
12469,"""We know that Sunday mornings have usually been given over to conservative white men.""",0.4
12470,"Data on violent crime shows Wisconsin ""has become less safe than it was when Scott Walker took office.""",0.4
12471,"""Over the past decade, the big five oil companies --- BP, Chevron, ConocoPhillips, ExxonMobil and Shell -- made a total profit of nearly $1 trillion.""",0.8
12472,"On the success of ""Cash for Clunkers""",0.5
12473,"In Miami-Dade County, ""we spend at our school system over $20 million every year"" educating recent immigrants.",0.8
12474,"$65 million from ABC privatization will not pay for ""even an overpass in Tysons Corner.""",0.4
12475,"A small business receiving a federal tax credit ""to provide health care for its employees ... would be barred under the Stupak Amendment from allowing their employees to use ... the health care that they offer them for abortion.""",0.4
12476,"""The first time he ever voted as a Democrat was here in Florida in 2008. He only voted four times in his life, and he's asking Floridians to come out and vote for him.""",0.8
12477,"Says that in her speech to the pro-Israel group AIPAC, Hillary Clinton ""had one line on the Palestinian people.""",0.4
12478,"Said he's the only Republican candidate ""who's actually turned around a government economy.""",0.8
12479,Says Ronda Storms voted to fund the 'Taj Mahal' courthouse.,0.8
12480,"It's a good sign for Obamacare that in California, ""the proportion of kids who are signing up is the proportion of kids in the population.""",0.6
12481,"President Obama and Nancy Pelosi said ""Obamacare"" would save money because ""they factored in 10 years worth of tax revenue and only six and half years worth of expenses.""",0.6
12482,"Says Mitt Romney plans to ""fire"" Big Bird.",0.0
12483,"""There's a big chunk of the country that thinks that I have been too soft on Wall Street.""",1.0
12484,"""Texas’ high school graduation rate went from 27th in the country in 2002, to second highest in the country in 2013.""",0.4
12485,"Says President Barack Obama ""has put (up) a stop sign … against oil drilling, against any kind of exploration offshore or in Alaska.""",0.2
12486,"For every $1 spent on afterschool programs, ""we can save over $5, almost $6, in crime costs down the line.""",0.6
12487,"""Sixteen [federal] programs exist to fight homelessness"" and some of them are duplicative.",0.8
12488,"The wife of the Ferguson, Mo., police chief said African-Americans in Ferguson ""are feral and violent.""",0.0
12489,"Goldman Sachs was Barack Obama's ""No. 1 private contributor.""",1.0
12490,"Says ""Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact.""",0.2
12491,"""Right now every single one of the (oil) companies here today and dozens of others are drilling for free in the Gulf of Mexico on leases that will cost American taxpayers more than $50 billion in lost royalties.""",0.6
12492,Three thousand felons voted in Rhode Island in 2008.,1.0
12493,"""The Notebook is finally getting a sequel. Producers of the upcoming film confirmed .... that filming will begin in Jacksonville, North Carolina this summer.""",0.0
12494,David Perdue led efforts to ship thousands of jobs overseas.,0.6
12495,Says U.S. Senate candidate David Perdue flip-flopped on releasing his tax returns.,0.8
12496,"The University of Texas is starting ""the first medical school at a major Tier One"" university ""in the last 50 years.""",0.8
12497,"""It would take $135 billion to eradicate global poverty.""",0.4
12498,"There has been ""$5 trillion in debt added over the last four years.""",0.8
12499,"""The Public Employee Retirement System is making more millionaires than the Oregon state lottery.""",0.6
12500,"Boston is just 60 minutes away and it’s offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline ""is completely dominated by the cranes.""",1.0
12501,"Says ""tanking"" Rick Perry’s federal tax plan has ""huge tax cuts for rich people and big tax hikes for everyone else.""",0.4
12502,"Says ""If you compare the Portland Metro area to the CDC’s statewide cavity rates ... the Portland Metro area would actually rank as having the 15th lowest cavity rate in the U.S.""",0.2
12503,"""One in four Texans lacks health insurance, the highest proportion in the nation.""",1.0
12504,Property tax exemptions can be granted to small businesses that move into Milwaukee County.,0.2
12505,"State legislators ""quietly shifted $2 billion from education to road building"" in 2013.",0.2
12506,"Says unemployment in Ohio ""is significantly higher than the unemployment rate in states which are not forced union states and it’s always been that way.""",0.2
12507,"The Red Sox waited ""87 long years"" to win the World Series.",0.2
12508,"""The hole in the earth that’s going to be dug (for the proposed Gogebic mine) is bigger than my entire district.""",1.0
12509,"""Anyone who knows you can just"" look it up to ""see if you voted.""",0.6
12510,On suspending system development charges for two years.,0.5
12511,"The state covered a smaller percentage of the cost of K-12 education in 2013 than it did

in 2002.",0.8
12512,"""A report in Navy Times said that 7.3 percent of Army, Navy and Marines have thought about attempting suicide.""",0.0
12513,"""Five members of [the Common Cause Georgia] board accepted maximum campaign contributions.""",0.6
12514,"""Every four minutes, another American home or business goes solar.""",1.0
12515,"Says Donald Trump has ""bankrupt four separate businesses.""",0.8
12516,"2014 midterm election spending by ""the left and the right are both equal.""",0.6
12517,"Says Ron Johnson ""is benefiting from several super PACs, I am not.""",0.2
12518,"""We've doubled our use of renewable energy.""",0.4
12519,"Says Hillary Clinton ""erased all of her emails even though they were subject to recall and review by Congress.""",0.4
12520,"Says President Obama and his allies in Congress gave ""power"" to control Medicare patients’ health care decisions to ""a commission of 15 unelected bureaucrats in Washington.""",0.2
12521,"""Global warming is a hoax.""",0.0
12522,"""I helped to bring peace to Northern Ireland.""",0.6
12523,"""There is no evidence that poor people abuse drugs more frequently than any other socio-economic group.""",0.2
12524,"""Reporters rehearse questions with White House press (secretary).""",0.0
12525,"The polls ""show over half of Americans identify themselves as being pro-life.""",0.4
12526,"Virginia ""is home to more veterans per capita than any state in America.""",0.2
12527,"Says she ""oversaw an audit that won the city $2 million in franchise fees.""",0.8
12528,"""Never mind that no red light camera, no speed camera, nor any radar gun has ever stopped one accident from occurring.""",0.0
12529,"Says, ""The Democrats' proposed budget is also balanced by using more in new tax revenue than in total PERS reform or savings.""",0.2
12530,"""If you care about the environment, we've got record funding.""",0.0
12531,"The stories from women saying he groped or forced himself on them ""largely have been debunked.""",0.2
12532,"""Most of the U.S. Senate is comprised of multimillionaires.""",0.8
12533,"""A Florida judge ruled parts of Obamacare unconstitutional.""",0.8
12534,"During the recession, ""the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.""",1.0
12535,"""Marco Rubio voted against funding health clinics that provide critical care during this public health emergency (Zika).""",0.4
12536,"Health insurance premiums ""have almost doubled ... since 2000.""",1.0
12537,McGinty previously told a local community newspaper in her native Philadelphia that she 'has found an alarming undercurrent of misinformed people in the 'T' part of the state' outside of Philadelphia and Pittsburgh.,0.2
12538,"Alaska Sens. Lisa Murkowski and Mark Begich ""vote as much as 80 percent of the time together.""",0.8
12539,"Says Virginia Republican ""Scott Taylor has been convicted in at least four different courts across the country, at times failing to even appear, and having a warrant issued for his arrest.""",0.6
12540,"""I did not support the sequester.""",1.0
12541,"""Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.""",1.0
12542,Says Gov. Rick Perry has never held a private-sector job.,0.2
12543,"Under President George W. Bush, ""we added $4.9 trillion to the debt. Under President Obama … we’ve added $6.5 trillion to the debt.""",1.0
12544,"""The (State Board of Administration) transparency issue got a great airing the last legislative session.""",0.2
12545,"""Obama taps porn lawyer for #2 at Justice.""",0.8
12546,"""Martin Luther King Jr. was a Republican.""",0.2
12547,"""Early voting remains at 96 hours.""",0.4
12548,"""Every worker pays 15.3 percent payroll tax.""",0.4
12549,"""$2.4 million of the NIH dollars was spent on ‘origami’ condoms.""",0.8
12550,"""This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.""",0.0
12551,"""We have cut taxes more than 40 times in four years.""",0.6
12552,"""I've gotten to see the commercials that they did on you. And I've gotten to see some of the most vicious commercials I've ever seen of Michelle Obama talking about you, Hillary.""",0.2
12553,"""The University of Wisconsin System budget is the biggest it has ever been.""",0.8
12554,"A former Clinton administration official and other economists agree that ""if you keep extending these temporary unemployment benefits, you're just going to extend joblessness even more.""",0.6
12555,"Says ""by reducing chronic health care costs in the State of Georgia, we can reduce the $32.8 billion lost each year due to lack of productivity and economic costs.""",0.8
12556,"The University of Wisconsin-Milwaukee has ""2.8 students per faculty"" member, ""tied for second-lowest in its history since 1994.""",0.0
12557,"Says ""Bush Jr. handed Obama a $1.4 trillion deficit"" and Obama ""reduced Bush Jr.’s deficit to just $492 billion.""",0.6
12558,"""Although we have twice the population of Greece, the state of Florida employs three times fewer government employees.""",0.6
12559,"""Phoenix, Arizona, I'm told, is now the No. 2 kidnapping capital in the world, right behind Mexico City.""",0.2
12560,"""We’ve seen a remarkable reduction in the number of Americans being executed -- it’s down nearly two-thirds over the past generation.""",0.8
12561,"Of $60 billion Congress approved in response to Hurricane Sandy, ""only 10 percent was for disaster relief.""",0.2
12562,"$6 billion water bond program voters passed in 2011 ""has yet to be tapped.""",0.8
12563,"""Most"" of the newspapers that endorsed Alex Sink also endorsed Barack Obama.",0.8
12564,"Says Wisconsin Assembly Republicans voted to repeal a law that ensures ""that women cannot get paid less than a man for doing the same job.""",0.4
12565,"""Refugees are subject to more rigorous screening than the average tourist in the U.S.""",1.0
12566,"Texas is ""the state that has now gone the longest without electing a Democrat statewide.""",1.0
12567,"""Statistics show 2 to 3 Texas women per week have major complications and 10 women per week seek help at an ER after an abortion.""",0.2
12568,"Virginia state employees ""pay nothing"" toward their pensions.",0.0
12569,"""Forty-five percent of those who've been unemployed, they've been unemployed for six months or longer.""",0.8
12570,"Says state Rep. Sandy Pasch ""did nothing to stop"" people from scamming the Wisconsin Shares child-care subsidy program and voted against funding for fraud investigators.",0.4
12571,"Independent groups behind ads attacking Democratic candidates are ""front groups for foreign-controlled companies.""",0.4
12572,"The American Academy of Pediatrics ""supports banning guns.""",0.8
12573,"""Evidence shows Zika virus turns fetus brains to liquid.""",0.0
12574,"""Since we last debated in Las Vegas, nearly 3,000 people have been killed by guns.""",0.6
12575,"Georgia public sector employees do not have a say in the conditions of their employment, do not have bargaining rights or a say in their working conditions.",0.4
12576,"""Our state economic development agency under Walker, WEDC, actually isn’t even using the funds that are appropriated to it.""",0.8
12577,"""It was Hillary Clinton who left Americans in harm's way in Benghazi and after four Americans fell said, 'What difference at this point does it make?' """,0.4
12578,"""We know this now. The banks no longer loan (Donald Trump) money because he's a terrible risk. So he goes to these (Russian) oligarchs and borrows money.""",0.4
12579,"""[L]ess than one-tenth of Atlanta's transportation needs are covered"" in a referendum to levy a 1-cent sales tax.",1.0
12580,"""The New START treaty was passed despite significant concerns among some people in the State and Defense Departments.""",0.4
12581,"Says Austin is the ""largest city in America without a congressional district anchored in it.""",1.0
12582,"""I was speaking out on pension reform almost 17 years ago.""",0.8
12583,"Says Hillary Clinton ""wants to let people just pour in. You could have 650 million people pour in and we do nothing about it. Think of it. That’s what could happen. You triple the size of our country in one week.""",0.0
12584,"""Over 40 of our 100 (House of) Delegates seats go uncontested every year, and over 40 percent of our state senate seats go uncontested every year.""",0.8
12585,"""The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons.""",0.2
12586,"McCain ""said he was 'stumped' when asked whether contraceptives help stop the spread of HIV.""",1.0
12587,"""Under this tax cut, middle-class families don't save enough for a week's worth of groceries, while millionaires save enough to go on an exotic vacation.""",1.0
12588,"A proposed mine in Wisconsin is ""about two-thirds the size of Lake Winnebago.""",0.4
12589,"Because of the new health care law, ""2.5 million young adults now have coverage.""",0.8
12590,"In the past 27 months, President Barack Obama has created more private-sector jobs than ""in the Reagan recovery.""",0.2
12591,"""Bill Howell has been the consistent force behind every major tax increase in Virginia in the last decade.""",0.8
12592,"Says ""About 7 in 10 of Oregon’s inmates are in prison for violent crimes and serious sex offenses.""",1.0
12593,"""The polling shows over and over again that, unlike Donald Trump, that with me as the nominee, we beat Hillary Clinton.""",0.4
12594,President Obama has spent over $2 million in legal fees defending lawsuits about his birth certificate.,0.2
12595,"""Very few men outlive their own fertility.""",0.6
12596,"""Three in four low-income workers don’t have any paid sick days available.""",1.0
12597,"""General Motors is the largest corporation in the world again.""",0.2
12598,"As CEO of WWE, Linda McMahon ""was caught tipping off a ringside physician"" about a federal investigation into illegally distributing steroids to wrestlers.",1.0
12599,"The House passed ""cut, cap and balance"" with ""bipartisan support.""",0.4
12600,"President Obama’s health care law says ""when you sell your house now you have to pay a 3.8 percent tax.""",0.0
12601,"Metro Atlantans spend ""over an hour every day"" or ""five hours a week"" commuting, for a total of ""260 hours a year.""",0.6
12602,"Says that ""we brought CHI Manufacturing, that had business in China, back to"" Texas.",0.4
12603,"""There are polls showing right now that the American people for the most part think it's a bad idea to provide tax cuts to the wealthy.""",0.8
12604,"""As president, Barack Obama has never visited Israel.""",1.0
12605,"""Some Republican leaders in Congress"" are ""pushing to make privatizing Social Security a key part of their legislative agenda if they win a majority in Congress this fall.""",0.4
12606,"Says Bernie Sanders ""has been largely a very reliable supporter of the NRA.""",0.4
12607,"""We don’t have a (military) reserve force if something happens.""",0.2
12608,"""And 100 percent, John, of your ads . . . 100 percent of them have been negative.""",0.0
12609,"Mike Huckabee ""supported taxpayer-funded scholarships for illegal aliens.""",0.8
12610,"University of Texas students ""signed a petition seeking the legal right to abort newborn babies up to five-years-old.""",0.6
12611,Says PolitiFact has ruled that Ed Gillespie’s ads are false and misleading.,0.6
12612,"""For every $10,000 invested in business incubators, up to nearly 70 local jobs are generated.""",1.0
12613,"A Republican proposal changes Medicare for those under age 55 so that they will  ""participate in the same kind of health plan that members of Congress do.""",0.4
12614,"""Attorney General Eric Holder’s own Justice Department precleared the voting changes in the 2011 law"" about early voting in Florida.",0.6
12615,"""From 2003 to 2006, 'Sesame Street' made more than $211 million from toy and consumer product sales.""",1.0
12616,Obama's approval numbers 'are in the low 40s.',0.8
12617,"Under President Barack Obama, income levels and unemployment numbers ""are worse now than just about ever"" for African-Americans.",0.2
12618,"Says the estate tax, ""in many cases,"" forces family farmers and small businesses owners to sell their holdings.",0.2
12619,"""It costs more money to put a person on death row than it does to lock them up for the rest of their lives because of attorney fees.""",0.6
12620,"""Californians consume 40 percent less energy per person than the national average""",0.8
12621,"""Anywhere in the world, when someone uses a mobile phone, e-mail, the Internet or GPS, they are enjoying the benefits of the American miracle.""",0.8
12622,"""We have a legal immigration system in America that accepts 1 million people a year, legally. No other country in the world even comes close to that.""",0.8
12623,"""House Speaker Nancy Pelosi said this  week that the Democrats have to pass their terrible health care bill so  that the American people can actually find out what's in it.""",0.8
12624,"Says high-speed rail would have created 60,000 jobs.",0.2
12625,"President Barack Obama deserves to be called ""the most successful food stamp president in American history"" because ""47 million Americans are on food stamps.""",0.6
12626,"""We’ve got an average of 5,600 soldiers committing suicide. That’s about 20 a day.""",0.6
12627,"""We have 80,000 abortions in Texas every year.""",1.0
12628,"Lizbeth Benacquisto ""broke election law 105 times, hiding special interest contributors.""",1.0
12629,"Decriminalizing marijuana ""will save the state anywhere from $4 (million) to $11 million dollars.""",0.2
12630,"Says Obama called Medicaid ""broken"" four years ago.",0.8
12631,"""We're inches away from no longer having a free economy.""",0.0
12632,"""The federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent.""",1.0
12633,"Says the Obama administration ""will no longer enforce the Defense of Marriage Act (DOMA).""",0.6
12634,"""You’re paying for...(state Sen. Diane Allen’s) health care, and she took yours away.""",0.4
12635,"Says the congressional ethics investigation against him was conducted by ""a very partisan political committee"" in a way that ""related more to the politics of the Democratic Party than to ethics.""",0.0
12636,"""Mitch McConnell voted with Harry Reid to infringe on our gun rights.""",0.0
12637,"In Afghanistan, ""it is very, very rare that someone who is killed in action is not killed by an"" improvised explosive device, or IED.",0.4
12638,"""The average CEO makes $10,000 more every day ... than what the average worker makes every year.""",0.6
12639,"""Babysitter on crystal meth eats 3-month-old baby.""",0.0
12640,"""Legislators themselves cannot afford to buy housing in California.""",0.4
12641,"Says former Federal Reserve Chairman Alan Greenspan said that ""if the workers are more insecure, that's very healthy for the society"" because ""they'll serve the masters gladly and passively.""",0.0
12642,"University of Texas undergraduate student debt ""is less than $21,000… probably one of the lowest debts across the nation.""",0.8
12643,"Says ""Schaufler was the only Democrat who voted to stop"" the state’s health care reform plan.",0.4
12644,"""The music industry is the biggest export from Africa after oil and gas.""",0.2
12645,"The USA Freedom Act undercuts privacy because ""the phone records will be in the hands of the phone companies with hundreds of people available to look at the records, versus 20 or 30 people in the government.""",0.2
12646,"Gov. Bill Haslam is ""making our Economic Development department Sharia compliant"" by hiring a woman ""who specializes in Sharia compliance. That’s what her job is.""",0.0
12647,"In 1929, the Secretary of State shut down a program that was ""collecting information to protect America"" because it was ""unseemly,"" but that move led to ""millions and millions"" of deaths in World War II.",0.6
12648,"Despite the passage of HB2, ""towns, cities and counties in North Carolina are still allowed to set stricter non-discrimination policies for their own employees if they choose.""",0.6
12649,"""Hillary Clinton’s State Department sent three comedians to India on the ‘Make Chai, Not War’ tour.""",1.0
12650,"Oregon House Republicans’ jobs plan could generate more than 50,000 jobs over five years.",0.8
12651,"Says Rick Perry is ""the guy that tracked"" down Democratic legislators who fled Texas in 2003.",0.4
12652,"""Fireworks have never been safer, and their use continues to increase each year.""",1.0
12653,"Says Donald Trump promised to repeal Obamacare, build a wall, ban Muslims, and more.",0.8
12654,"""Technically, (Ted Cruz is) not even an American.""",0.0
12655,"""Do you know that we have pipes carrying natural gas in this country that are made of wood? I'm not joking.""",0.2
12656,"""Malawi has just 300 doctors for 16 million people.""",0.8
12657,"If public employees don’t pay more for benefits starting April 1, 2011, ""the equivalent"" is 1,500 state employee layoffs by June 30, 2011 and 10,000 to 12,000 state and local government employee layoffs in the next two years.",0.8
12658,"""Mitt Romney’s platform ...won't protect the mortgage interest (tax) deduction for middle-class families.""",0.4
12659,"""We have more scientists and engineers per square mile than anywhere in the world.""",1.0
12660,"Says there is a ""new law now charging all protesters with terrorism.""",0.0
12661,"""It’s commercial vehicles, 18 wheelers and above … that cause 90 plus percent of the damages on our highways and bridges.""",0.6
12662,Two options for a new train station site in Buffalo are at Canalside,0.4
12663,"Says Bill Gates tweeted, ""I think Donald Trump will go down to history as one of the greatest presidents, just like Reagan.""",0.0
12664,"Democrats ""are cutting our school funding. Four times in the last 10 years before we came into office.""",0.4
12665,"""The bulk of the people who are shot with a weapon — other than these drug gangs taking on one another — end up being shot with their own weapon.""",0.6
12666,"""In Iran in 1979, the extremists hijacked the broad-based popular revolution against the Shah and established a brutal theocracy.""",0.8
12667,"In 2001, former Federal Reserve chairman Alan Greenspan ""justified increasing spending and cutting taxes, saying that we didn't really need to pay down the debt.""",0.4
12668,"""Again today (Ahmadinejad) made light of 9/11, and said that he's not even sure it happened and that people actually died.""",1.0
12669,"Dan Webster supports ""privatization of Social Security, deep cuts in Social Security.""",0.4
12670,"A study showed that President Barack Obama’s health-care reforms will ""devastate Wisconsin"" by pushing people off employer-sponsored insurance, driving up premiums, increasing dependency and making 122,000 people ineligible for Medicaid.",0.2
12671,"Says Rick Perry ""turned down our invitation to meet"" President Barack Obama in El Paso.",0.8
12672,"Says ""the area damaged by Hurricane Sandy represents roughly 10 percent of our nation's economy.""",0.8
12673,"""There are 30,000 people that have been killed with seat belts.""",0.0
12674,"McCain's attacks on Obama are 'not true,' 'false,' 'baloney,' according to media outlets.",0.6
12675,"Says Hillary Clinton and the Democrats ""admitted there’s one candidate who scares Hillary Clinton, and that’s Sen. Marco Rubio.""",0.6
12676,"""Could I just point out that ... I seem to get the first question all the time?""",1.0
12677,"For immigrants with visa overstays, ""we make no effort to hold them accountable to that or uphold the law.""",0.6
12678,"David Dewhurst has a ""record of promoting an income tax.""",0.0
12679,"The United States ""is not building the aircraft, the long-range bombers, the additional aircraft carriers, the nuclear submarines.""",0.2
12680,"Obamacare ""was the Republican plan in the early '90s.""",0.6
12681,"""We send a billion dollars to foreign countries every day because of our addiction to foreign oil.""",1.0
12682,"""Putting three Republicans in my Cabinet...is unprecedented.""",1.0
12683,"Preventive care coverage under the Affordable Care Act has already ""helped Granite Staters save money and live healthier lives.""",0.6
12684,"""The Fed created $1.2 trillion out of nothing, gave it to banks, and some of them foreign banks, so that they could stabilize their operations.""",1.0
12685,"""You can almost pinpoint half of the gun violence deaths to two or three specific sections in the city. They are just areas of devastation, economically and otherwise.""",1.0
12686,"""By voting to approve [Question 1], we can . . . save 900 jobs"" at Twin River.",0.4
12687,"Says legislative cuts mean Texas is ""spending on average $500 less per student.""",1.0
12688,"For 21 countries in Sub-Saharan Africa, ""we simply do not have data to say anything about trends in poverty.""",0.8
12689,"California has seen a ""56 percent decline in the gun murder rate"" since the 1990s.",0.8
12690,"Says Barack Obama had ""huge majorities"" in Congress during his first two years in office and ""did nothing with them to create jobs in America.""",0.0
12691,Medicare officials have treated Humana and AARP inconsistently on how they can communicate with seniors.,0.2
12692,"Says Rick Scott ""cut education by $1.3 billion"" in his first year, then ""in his second year he decreases funding by $300 million to our state universities.""",0.8
12693,"Rubio's tax swap proposal ""would have been a massive tax increase.""",0.2
12694,"""When you have 8,000 veterans a year committing suicide, then you have a serious problem.""",0.8
12695,"""Social Security has never contributed one cent to the deficit. Not one cent.""",0.6
12696,"Richmond teachers have not gotten a raise ""for almost 10 years.""",0.4
12697,"""It is just a fact that Hamas, apparently the North American spokesperson, is endorsing Senator Obama.""",0.8
12698,"Under the ""cromnibus"" law, taxpayers must guarantee ""incredibly risky"" derivatives deals made by the nation's largest banks.",0.6
12699,"To pay for government growth, leaders of both parties ""borrowed $4 billion a day, leaving us with today's $14 trillion debt.""",0.8
12700,"Out of 150,000 tenured teachers in the last 10 years, only 17 have been dismissed for incompetence.",0.8
12701,"Says he first unveiled his new legislative agenda in Wisconsin, not in California as critics complain",0.4
12702,"""We actually made history in 2010. We came the closest in 24 years to defeating Frank Pallone.""",0.2
12703,"""No federal official at any level is currently allowed to say ‘Merry Christmas.’""",0.0
12704,"""We have over 300,000,000 weapons, firearms in this country. That’s almost as big as the population.""",1.0
12705,"Says he's so bipartisan that ""12 of my bills were signed into law by Democratic President Bill Clinton.""",0.8
12706,"""More women are graduating from college now than men.""",1.0
12707,John McCain has seven houses.,0.8
12708,"""The Georgia Department of Education has implemented a new policy beginning in August that states that public schools will no longer accept credits from home school entities or non-traditional education centers.""",0.6
12709,"""Schools in some states are spending up to 100 days a year doing test-prep or actual testing.""",0.4
12710,"Say first grandma Marian Robinson will get a $160,000 annual pension for life when President Barack Obama leaves office.",0.0
12711,"Gov. Maggie Hassan’s budget proposal ""raises taxes on small businesses and increases taxes and fees by $100 million.""",0.8
12712,"Says Jeb Bush and Marco Rubio ""had it set so that the winner takes everything, because they wanted to make sure that I didn't get anything"" in the Florida primary.",0.2
12713,Says Gerald Daugherty is endorsed by the Austin American-Statesman.,0.2
12714,"""We are dealing with an administration that, quite frankly, has shown a reluctance to enforce the immigration law.""",0.6
12715,"""There has been no net global warming for over a decade now.""",0.2
12716,"""I represent the fourth-poorest (congressional) district"" in the nation.",0.2
12717,"""A gay man who survived #orlando hate crime can STILL show up to work in FL tomorrow and have his boss fire him simply because he is gay.""",0.8
12718,"""Under the Obama administration’s bailout of General Motors, Ohio dealerships were forced to close.""",0.6
